,time,X1c.PAR1,X1c.PAR2,X1c.PAR3,X1c.PAR4,X1c.T1,X1c.T2,X1c.T3,X1c.T4,X1c.RH1,X1c.RH2,X1c.RH3,X1c.RH4,X1b.PAR1,X1b.PAR2,X1b.PAR3,X1b.PAR4,X1b.T1,X1b.T2,X1b.T3,X1b.T4,X1b.RH1,X1b.RH2,X1b.RH3,X1b.RH4,X1p.PAR1,X1p.PAR2,X1p.PAR3,X1p.PAR4,X1p.T1,X1p.T2,X1p.T3,X1p.T4,X1p.RH1,X1p.RH2,X1p.RH3,X1p.RH4
584,943,125.33,27.36,10.07,0.07,21.42,20.34,20.07,20.57,75.3,85.26,83.39,76.93,108.37,61.46,39.92,0.06,20.7,20.47,20.74,20.94,77.08,79.74,76.58,74.31,144.38,116.5,84.84,2.69,20.73,20.72,20.11,20.27,78.15,78.43,83.31,81.11
585,944,125.25,27.4,10.07,0.07,21.43,20.32,20.08,20.59,75.3,85.08,83.39,76.98,108.33,61.5,39.89,0.06,20.71,20.45,20.74,20.91,77.02,79.67,76.5,74.27,144.3,116.43,84.77,2.69,20.72,20.74,20.11,20.27,78.07,78.27,83.05,81.26
586,945,125.36,27.43,10.07,0.07,21.42,20.32,20.08,20.59,75.23,84.96,83.32,77,108.41,61.61,39.92,0.06,20.73,20.46,20.73,20.94,76.97,79.61,76.44,74.28,144.42,116.5,84.84,2.69,20.73,20.73,20.09,20.27,78.03,78.16,82.8,81.29
587,946,125.25,27.4,10.03,0.07,21.43,20.33,20.07,20.59,75.13,84.85,83.3,77.02,108.33,61.57,39.89,0.06,20.71,20.45,20.77,20.92,76.94,79.53,76.36,74.23,144.34,116.43,84.77,2.69,20.72,20.75,20.14,20.27,77.86,78.02,82.65,81.33
588,947,125.25,27.4,10.07,0.07,21.43,20.35,20.07,20.57,75.05,84.72,83.27,77.01,108.33,61.57,39.89,0.06,20.73,20.45,20.77,20.91,76.8,79.39,76.28,74.16,144.3,116.46,84.77,2.73,20.71,20.76,20.14,20.28,77.67,77.86,82.49,81.34
589,948,125.29,27.47,10.07,0.07,21.42,20.35,20.05,20.59,74.93,84.58,83.23,77.06,108.37,61.46,39.92,0.06,20.64,20.45,20.77,20.92,76.81,79.31,76.16,74.12,144.38,116.46,84.8,2.69,20.69,20.75,20.13,20.26,77.49,77.76,82.42,81.29
590,949,125.29,27.47,10.07,0.07,21.45,20.35,20.09,20.56,74.86,84.45,83.28,77.1,108.41,61.46,39.92,0.06,20.69,20.45,20.76,20.91,76.74,79.22,76.1,74.13,144.3,116.46,84.8,2.69,20.69,20.73,20.1,20.26,77.37,77.69,82.38,81.26
591,950,125.43,27.47,10.07,0.07,21.45,20.32,20.09,20.55,74.75,84.32,83.28,77.15,108.52,61.54,39.96,0.06,20.69,20.47,20.78,20.94,76.75,79.16,76.06,74.13,144.49,116.58,84.91,2.73,20.71,20.75,20.13,20.25,77.28,77.65,82.33,81.32
592,951,125.33,27.43,10.07,0.07,21.44,20.32,20.09,20.56,74.62,84.28,83.28,77.18,108.37,61.46,39.92,0.06,20.67,20.47,20.75,20.93,76.72,79.04,75.91,74.09,144.34,116.46,84.84,2.69,20.72,20.73,20.11,20.28,77.22,77.51,82.26,81.41
593,952,125.36,27.47,10.07,0.07,21.41,20.32,20.06,20.56,74.54,84.14,83.23,77.18,108.45,61.54,39.92,0.06,20.68,20.48,20.74,20.93,76.7,78.99,75.86,74.09,144.45,116.54,84.84,2.69,20.73,20.73,20.12,20.26,77.16,77.4,82.23,81.52
594,953,125.43,27.47,10.07,0.07,21.42,20.31,20.09,20.59,74.5,84.01,83.28,77.21,108.48,61.57,39.96,0.06,20.68,20.48,20.74,20.9,76.74,78.89,75.8,74.06,144.45,116.58,84.87,2.73,20.7,20.74,20.09,20.28,77.13,77.34,82.21,81.61
595,954,125.36,27.43,10.03,0.07,21.42,20.3,20.07,20.59,74.45,83.88,83.24,77.18,108.45,61.54,39.92,0.06,20.73,20.45,20.73,20.94,76.71,78.85,75.74,74.12,144.42,116.54,84.84,2.73,20.73,20.75,20.15,20.27,77.14,77.29,82.25,81.63
596,955,125.36,27.43,10.07,0.07,21.4,20.3,20.06,20.57,74.32,83.82,83.24,77.14,108.45,61.5,39.92,0.06,20.73,20.49,20.76,20.92,76.66,78.8,75.78,74.12,144.45,116.5,84.84,2.69,20.69,20.75,20.14,20.29,77.11,77.23,82.26,81.69
597,956,125.36,27.43,10.07,0.07,21.41,20.32,20.08,20.54,74.26,83.73,83.25,77.11,108.41,61.5,39.92,0.06,20.7,20.46,20.77,20.92,76.65,78.72,75.8,74.16,144.42,116.54,84.84,2.69,20.69,20.75,20.13,20.27,77.05,77.21,82.22,81.73
598,957,125.36,27.43,10.1,0.07,21.41,20.34,20.08,20.59,74.14,83.65,83.31,77.15,108.48,61.5,39.92,0.06,20.74,20.46,20.76,20.92,76.57,78.66,75.83,74.15,144.45,116.54,84.87,2.69,20.69,20.74,20.11,20.28,77.05,77.18,82.18,81.78
599,958,125.22,27.4,10.07,0.07,21.45,20.32,20.09,20.56,74.12,83.56,83.34,77.09,108.3,61.39,39.89,0.06,20.7,20.46,20.73,20.92,76.58,78.66,75.79,74.16,144.27,116.39,84.73,2.69,20.7,20.76,20.15,20.28,77.04,77.19,82.22,81.86
600,959,125.22,27.4,10.07,0.07,21.44,20.28,20.08,20.56,74.06,83.48,83.38,77.09,108.33,61.43,39.89,0.06,20.7,20.46,20.76,20.95,76.52,78.63,75.88,74.22,144.23,116.39,84.77,2.69,20.7,20.73,20.12,20.26,77.01,77.16,82.23,81.96
601,1000,125.29,27.4,10.03,0.07,21.43,20.32,20.07,20.57,74,83.45,83.42,77.14,108.37,61.46,39.89,0.06,20.69,20.48,20.74,20.95,76.51,78.68,75.85,74.21,144.34,116.5,84.8,2.69,20.71,20.74,20.11,20.29,76.99,77.13,82.23,82.13
602,1001,125.33,27.43,10.07,0.07,21.42,20.3,20.04,20.59,73.99,83.35,83.4,77.15,108.41,61.46,39.92,0.06,20.69,20.49,20.74,20.95,76.53,78.69,75.91,74.27,144.34,116.5,84.84,2.69,20.7,20.73,20.11,20.29,76.95,77.1,82.29,82.27
603,1002,125.33,27.43,10.03,0.07,21.4,20.3,20.08,20.58,73.97,83.25,83.43,77.15,108.41,61.46,39.92,0.06,20.69,20.48,20.74,20.91,76.52,78.75,75.97,74.25,144.34,116.46,84.84,2.73,20.68,20.77,20.14,20.28,76.93,77.13,82.35,82.37
604,1003,125.33,27.43,10.03,0.07,21.42,20.31,20.06,20.58,73.93,83.16,83.43,77.18,108.41,61.46,39.92,0.06,20.7,20.47,20.77,20.95,76.54,78.73,76.05,74.31,144.38,116.5,84.84,2.73,20.72,20.77,20.13,20.26,76.95,77.13,82.42,82.36
605,1004,125.33,27.43,10.03,0.07,21.41,20.31,20.07,20.56,73.91,83.12,83.44,77.19,108.45,61.5,39.92,0.06,20.72,20.48,20.77,20.93,76.49,78.73,76.16,74.31,144.38,116.54,84.84,2.69,20.71,20.77,20.13,20.29,76.88,77.13,82.45,82.47
606,1005,125.36,27.43,10.03,0.07,21.4,20.32,20.06,20.57,73.86,83.1,83.42,77.19,108.48,61.5,39.92,0.06,20.69,20.46,20.78,20.92,76.52,78.78,76.22,74.37,144.38,116.5,84.84,2.73,20.71,20.73,20.1,20.28,76.88,77.09,82.42,82.55
607,1006,125.33,27.47,10.03,0.07,21.4,20.32,20.1,20.57,73.86,83.05,83.47,77.16,108.45,61.46,39.92,0.06,20.71,20.47,20.76,20.93,76.58,78.87,76.24,74.4,144.38,116.5,84.84,2.73,20.71,20.77,20.13,20.26,76.84,77.13,82.48,82.61
608,1007,125.33,27.47,10.07,0.07,21.43,20.31,20.11,20.56,73.84,83.01,83.47,77.15,108.48,61.5,39.92,0.06,20.71,20.46,20.77,20.93,76.61,78.96,76.26,74.45,144.38,116.5,84.84,2.69,20.72,20.76,20.12,20.28,76.84,77.11,82.45,82.61
609,1008,125.29,27.47,10.07,0.07,21.43,20.31,20.11,20.56,73.85,83,83.47,77.18,108.41,61.46,39.92,0.06,20.69,20.45,20.76,20.95,76.66,79.01,76.26,74.52,144.34,116.46,84.84,2.73,20.71,20.75,20.12,20.28,76.9,77.1,82.45,82.62
610,1009,125.29,27.47,10.21,0.07,21.43,20.31,20.09,20.57,73.81,82.97,83.47,77.18,108.45,61.5,39.92,0.06,20.68,20.48,20.76,20.96,76.75,79.09,76.27,74.55,144.38,116.46,84.8,2.69,20.72,20.75,20.12,20.28,76.9,77.11,82.39,82.58
611,1010,125.29,27.47,10.18,0.07,21.41,20.3,20.1,20.6,73.77,82.92,83.5,77.27,108.45,61.54,39.92,0.06,20.72,20.47,20.76,20.95,76.88,79.13,76.25,74.59,144.38,116.46,84.8,2.73,20.72,20.76,20.14,20.28,76.89,77.13,82.35,82.52
612,1011,125.25,27.43,10.18,0.07,21.39,20.29,20.09,20.6,73.74,82.85,83.44,77.3,108.37,61.61,39.89,0.06,20.72,20.49,20.77,20.92,76.85,79.15,76.22,74.55,144.3,116.43,84.77,2.73,20.73,20.76,20.15,20.26,76.89,77.08,82.29,82.46
613,1012,125.22,27.47,10.21,0.07,21.42,20.28,20.08,20.6,73.74,82.82,83.43,77.32,108.37,61.61,39.89,0.06,20.78,20.48,20.79,20.95,76.95,79.21,76.22,74.58,144.34,116.43,84.77,2.69,20.71,20.75,20.14,20.24,76.89,77.07,82.22,82.44
614,1013,125.29,27.47,10.1,0.07,21.39,20.33,20.08,20.56,73.69,82.84,83.44,77.29,108.41,61.57,39.92,0.06,20.71,20.46,20.78,20.94,76.94,79.18,76.22,74.55,144.34,116.46,84.8,2.69,20.71,20.73,20.13,20.27,76.87,77.05,82.15,82.41
615,1014,125.29,27.4,10.07,0.07,21.4,20.33,20.08,20.59,73.63,82.77,83.45,77.33,108.45,61.64,39.92,0.06,20.73,20.49,20.8,20.95,76.99,79.21,76.19,74.62,144.38,116.5,84.8,2.73,20.7,20.76,20.16,20.25,76.82,77.07,82.09,82.33
616,1015,125.25,27.4,10.07,0.07,21.42,20.32,20.11,20.56,73.6,82.73,83.47,77.3,108.37,61.5,39.89,0.06,20.7,20.45,20.77,20.95,77.07,79.25,76.15,74.68,144.27,116.43,84.77,2.69,20.69,20.72,20.13,20.25,76.75,77.05,82,82.33
617,1016,125.25,27.4,10.03,0.07,21.43,20.29,20.11,20.57,73.58,82.7,83.44,77.3,108.37,61.46,39.89,0.06,20.7,20.46,20.79,20.96,77.15,79.25,76.19,74.7,144.3,116.43,84.8,2.69,20.71,20.72,20.13,20.25,76.72,77.08,81.94,82.39
618,1017,125.25,27.4,10.07,0.07,21.43,20.33,20.12,20.57,73.49,82.71,83.44,77.3,108.41,61.46,39.89,0.06,20.7,20.45,20.77,20.96,77.23,79.27,76.19,74.73,144.27,116.43,84.77,2.69,20.71,20.72,20.12,20.27,76.67,77.07,81.88,82.4
619,1018,125.25,27.4,10.07,0.07,21.43,20.3,20.07,20.57,73.44,82.68,83.41,77.32,108.33,61.43,39.89,0.06,20.69,20.46,20.77,20.94,77.29,79.3,76.22,74.73,144.27,116.43,84.8,2.73,20.71,20.75,20.15,20.28,76.63,77.08,81.83,82.44
620,1019,125.18,27.43,10.07,0.07,21.42,20.32,20.1,20.58,73.38,82.69,83.41,77.36,108.37,61.43,39.89,0.06,20.73,20.5,20.77,20.94,77.35,79.39,76.24,74.73,144.23,116.39,84.77,2.69,20.68,20.75,20.17,20.29,76.61,77.08,81.76,82.43
621,1020,125.25,27.43,10.07,0.07,21.38,20.31,20.07,20.58,73.34,82.72,83.37,77.35,108.37,61.43,39.89,0.06,20.72,20.5,20.79,20.93,77.4,79.42,76.32,74.71,144.27,116.43,84.77,2.69,20.72,20.75,20.16,20.27,76.67,77.08,81.77,82.35
622,1021,125.33,27.5,10.07,0.07,21.42,20.32,20.08,20.57,73.32,82.75,83.37,77.39,108.45,61.46,39.92,0.06,20.72,20.5,20.79,20.94,77.46,79.45,76.33,74.69,144.34,116.5,84.8,2.69,20.71,20.72,20.16,20.24,76.7,77.05,81.73,82.31
623,1022,125.33,27.47,10.1,0.07,21.4,20.34,20.07,20.54,73.23,82.86,83.37,77.36,108.48,61.5,39.92,0.06,20.71,20.48,20.8,20.93,77.41,79.48,76.29,74.66,144.38,116.5,84.84,2.69,20.71,20.75,20.16,20.27,76.7,77.09,81.74,82.21
624,1023,125.25,27.4,10.1,0.07,21.41,20.34,20.1,20.57,73.24,82.97,83.37,77.38,108.37,61.39,39.89,0.06,20.72,20.48,20.79,20.93,77.5,79.49,76.3,74.67,144.27,116.43,84.77,2.69,20.71,20.74,20.14,20.23,76.7,77.11,81.69,82.01
625,1024,125.33,27.43,10.07,0.07,21.41,20.33,20.11,20.54,73.24,83.03,83.35,77.36,108.48,61.5,39.92,0.06,20.7,20.49,20.78,20.92,77.5,79.56,76.29,74.63,144.42,116.54,84.84,2.69,20.74,20.75,20.13,20.24,76.7,77.16,81.68,81.74
626,1025,125.29,27.43,10.03,0.07,21.41,20.3,20.11,20.56,73.31,83.02,83.34,77.39,108.45,61.5,39.92,0.06,20.71,20.47,20.79,20.98,77.61,79.57,76.27,74.68,144.42,116.5,84.8,2.69,20.73,20.77,20.13,20.21,76.66,77.22,81.72,81.44
627,1026,125.29,27.47,10.03,0.07,21.44,20.33,20.11,20.55,73.36,83.15,83.34,77.41,108.41,61.46,39.92,0.06,20.7,20.47,20.76,20.97,77.68,79.63,76.24,74.71,144.42,116.46,84.8,2.69,20.73,20.76,20.14,20.26,76.64,77.24,81.74,81.14
628,1027,125.33,27.47,10.03,0.07,21.41,20.31,20.1,20.59,73.46,83.25,83.31,77.45,108.48,61.64,39.92,0.06,20.73,20.47,20.76,20.96,77.85,79.66,76.22,74.73,144.42,116.5,84.8,2.73,20.73,20.77,20.16,20.27,76.59,77.3,81.8,80.89
629,1028,125.29,27.47,10.03,0.07,21.41,20.33,20.09,20.59,73.58,83.39,83.25,77.45,108.41,61.57,39.92,0.06,20.71,20.48,20.75,20.93,78.02,79.74,76.18,74.71,144.42,116.46,84.8,2.73,20.72,20.77,20.17,20.26,76.56,77.34,81.87,80.63
630,1029,125.25,27.47,10.03,0.07,21.38,20.3,20.07,20.59,73.59,83.47,83.24,77.45,108.45,61.54,39.89,0.06,20.7,20.49,20.79,20.97,78.14,79.81,76.28,74.77,144.34,116.46,84.77,2.69,20.71,20.74,20.16,20.26,76.5,77.33,81.89,80.46
631,1030,125.18,27.43,10.03,0.07,21.4,20.3,20.08,20.58,73.71,83.57,83.24,77.48,108.37,61.46,39.89,0.06,20.71,20.48,20.79,20.95,78.09,79.87,76.33,74.8,144.27,116.39,84.77,2.73,20.72,20.75,20.14,20.24,76.48,77.34,81.92,80.26
632,1031,125.18,27.43,10.03,0.07,21.4,20.33,20.06,20.56,73.75,83.71,83.2,77.45,108.37,61.43,39.89,0.06,20.73,20.49,20.79,20.92,78.13,79.86,76.41,74.8,144.27,116.39,84.73,2.69,20.69,20.75,20.15,20.25,76.49,77.37,81.93,80.22
633,1032,125.29,27.43,10.03,0.07,21.41,20.34,20.1,20.59,73.89,83.83,83.22,77.47,108.48,61.57,39.92,0.06,20.71,20.46,20.77,20.92,78.05,79.83,76.45,74.83,144.42,116.5,84.8,2.69,20.68,20.76,20.15,20.24,76.54,77.38,81.97,80.05
634,1033,125.33,27.43,10.03,0.07,21.42,20.31,20.09,20.56,74,83.87,83.22,77.48,108.45,61.57,39.92,0.06,20.72,20.49,20.79,20.92,78.01,79.87,76.55,74.87,144.45,116.58,84.84,2.73,20.7,20.75,20.16,20.23,76.66,77.43,82.04,79.87
635,1034,125.22,27.4,10.03,0.07,21.4,20.33,20.08,20.55,74.1,83.93,83.21,77.48,108.41,61.5,39.89,0.06,20.72,20.46,20.78,20.96,77.95,79.84,76.64,74.91,144.3,116.43,84.77,2.69,20.7,20.77,20.16,20.23,76.78,77.51,82.13,79.72
636,1035,125.33,27.43,10.03,0.07,21.45,20.31,20.06,20.58,74.29,83.97,83.18,77.47,108.52,61.54,39.92,0.06,20.73,20.47,20.78,20.96,78,79.9,76.76,74.98,144.49,116.54,84.84,2.73,20.7,20.76,20.19,20.26,76.83,77.56,82.26,79.57
637,1036,125.4,27.47,10.03,0.07,21.44,20.32,20.09,20.59,74.38,84.06,83.22,77.45,108.48,61.54,39.96,0.06,20.74,20.47,20.77,20.96,78.01,79.93,76.81,74.97,144.56,116.58,84.87,2.73,20.68,20.76,20.19,20.26,76.84,77.61,82.35,79.5
638,1037,125.25,27.43,10.03,0.07,21.44,20.32,20.08,20.59,74.42,84.16,83.21,77.45,108.37,61.5,39.92,0.06,20.73,20.46,20.78,20.93,78.08,79.96,76.82,74.95,144.38,116.46,84.77,2.73,20.71,20.75,20.17,20.26,76.96,77.61,82.45,79.44
639,1038,125.25,27.47,10.03,0.07,21.43,20.32,20.08,20.6,74.4,84.25,83.18,77.42,108.41,61.5,39.92,0.06,20.72,20.49,20.8,20.96,78.11,80.04,76.84,75.01,144.34,116.5,84.77,2.69,20.7,20.76,20.15,20.25,77.02,77.66,82.43,79.42
640,1039,125.29,27.47,10.03,0.07,21.43,20.34,20.08,20.58,74.39,84.35,83.21,77.39,108.45,61.57,39.92,0.06,20.72,20.47,20.8,20.93,78.11,80.1,76.77,74.98,144.42,116.5,84.8,2.73,20.7,20.75,20.18,20.26,77.14,77.68,82.55,79.44
641,1040,125.25,27.47,10.1,0.07,21.43,20.35,20.1,20.58,74.39,84.39,83.22,77.37,108.41,61.5,39.89,0.06,20.7,20.49,20.81,20.94,78.23,80.16,76.72,75.01,144.34,116.43,84.77,2.69,20.71,20.75,20.16,20.25,77.26,77.7,82.62,79.53
642,1041,125.25,27.47,10.07,0.07,21.41,20.34,20.11,20.56,74.31,84.43,83.28,77.37,108.41,61.43,39.89,0.06,20.68,20.49,20.78,20.94,78.32,80.15,76.69,75.04,144.34,116.46,84.8,2.69,20.74,20.75,20.15,20.24,77.42,77.77,82.72,79.65
643,1042,125.29,27.47,10.03,0.07,21.41,20.31,20.12,20.56,74.23,84.39,83.28,77.36,108.41,61.46,39.92,0.06,20.7,20.48,20.79,20.93,78.43,80.15,76.65,75.13,144.34,116.46,84.8,2.69,20.75,20.77,20.15,20.22,77.52,77.86,82.78,79.78
644,1043,125.22,27.5,10.03,0.07,21.4,20.35,20.1,20.55,74.17,84.49,83.27,77.39,108.41,61.46,39.89,0.06,20.7,20.49,20.78,20.97,78.51,80.18,76.58,75.25,144.3,116.46,84.77,2.73,20.75,20.78,20.18,20.23,77.61,77.92,82.85,79.91
645,1044,125.22,27.43,10.03,0.07,21.44,20.34,20.08,20.55,74.17,84.52,83.24,77.39,108.33,61.43,39.89,0.06,20.72,20.48,20.78,20.97,78.62,80.17,76.53,75.31,144.3,116.43,84.73,2.69,20.74,20.78,20.18,20.26,77.66,77.93,82.88,80.07
646,1045,125.25,27.47,10.07,0.07,21.44,20.33,20.09,20.59,74.15,84.56,83.27,77.45,108.45,61.57,39.92,0.06,20.71,20.48,20.77,20.95,78.72,80.11,76.51,75.36,144.38,116.5,84.8,2.73,20.72,20.79,20.18,20.24,77.64,77.95,82.9,80.17
647,1046,125.22,27.43,10.03,0.07,21.44,20.33,20.07,20.58,74.18,84.58,83.24,77.51,108.33,61.54,39.89,0.06,20.69,20.47,20.81,20.93,78.8,80.02,76.55,75.33,144.34,116.43,84.77,2.69,20.74,20.76,20.16,20.25,77.79,78,82.88,80.22
648,1047,125.25,27.47,10.03,0.07,21.44,20.36,20.08,20.57,74.22,84.67,83.21,77.53,108.41,61.57,39.92,0.06,20.68,20.47,20.8,20.95,78.76,79.94,76.61,75.37,144.38,116.46,84.77,2.69,20.72,20.75,20.19,20.23,77.88,78.03,82.94,80.19
649,1048,125.33,27.47,10.03,0.07,21.41,20.37,20.05,20.56,74.2,84.72,83.15,77.51,108.48,61.64,39.92,0.06,20.72,20.48,20.79,20.93,78.88,79.86,76.67,75.37,144.45,116.5,84.84,2.69,20.71,20.74,20.16,20.25,77.97,78.09,82.91,80.2
650,1049,125.25,27.5,10.03,0.07,21.43,20.36,20.11,20.59,74.31,84.77,83.21,77.53,108.33,61.54,39.92,0.06,20.69,20.48,20.78,20.93,78.85,79.81,76.67,75.37,144.38,116.5,84.8,2.69,20.71,20.76,20.17,20.23,78.06,78.15,82.91,80.16
651,1050,125.29,27.5,10.03,0.07,21.41,20.34,20.11,20.58,74.33,84.76,83.18,77.51,108.41,61.61,39.92,0.06,20.71,20.48,20.8,20.93,78.84,79.8,76.71,75.41,144.42,116.46,84.8,2.73,20.74,20.77,20.16,20.23,78.21,78.16,82.88,80.21
652,1051,125.36,27.5,10.03,0.07,21.4,20.34,20.12,20.57,74.45,84.78,83.14,77.48,108.48,61.57,39.96,0.06,20.69,20.47,20.78,20.96,78.79,79.77,76.75,75.41,144.49,116.54,84.87,2.73,20.73,20.76,20.18,20.24,78.27,78.21,82.94,80.2
653,1052,125.29,27.5,10.03,0.07,21.39,20.34,20.09,20.57,74.56,84.8,83.12,77.48,108.45,61.5,39.92,0.06,20.7,20.5,20.78,20.98,78.73,79.77,76.8,75.44,144.38,116.54,84.8,2.69,20.74,20.75,20.18,20.24,78.33,78.23,82.94,80.13
654,1053,125.36,27.54,10.07,0.07,21.42,20.31,20.11,20.56,74.71,84.78,83.14,77.42,108.52,61.57,39.96,0.06,20.71,20.48,20.79,20.98,78.67,79.72,76.87,75.44,144.49,116.58,84.87,2.73,20.73,20.77,20.17,20.25,78.32,78.27,82.94,80.07
655,1054,125.36,27.5,10.07,0.07,21.43,20.32,20.08,20.59,74.88,84.79,83.12,77.4,108.45,61.5,39.92,0.06,20.7,20.48,20.78,20.96,78.6,79.72,76.95,75.43,144.45,116.54,84.87,2.69,20.72,20.74,20.16,20.26,78.32,78.25,82.94,80.02
656,1055,125.36,27.5,10.1,0.07,21.43,20.32,20.07,20.58,74.99,84.78,83.11,77.39,108.48,61.54,39.96,0.06,20.7,20.48,20.8,20.93,78.53,79.75,77.06,75.41,144.45,116.58,84.87,2.69,20.72,20.76,20.19,20.25,78.38,78.25,82.97,79.97
657,1056,125.36,27.5,10.07,0.07,21.44,20.36,20.07,20.59,75.01,84.86,83.11,77.33,108.52,61.61,39.96,0.06,20.71,20.49,20.8,20.97,78.5,79.72,77.12,75.47,144.45,116.58,84.87,2.73,20.71,20.77,20.17,20.23,78.42,78.25,82.98,79.92
658,1057,125.36,27.47,10.07,0.07,21.4,20.36,20.05,20.55,74.97,84.87,83.12,77.27,108.52,61.61,39.96,0.06,20.69,20.49,20.8,20.94,78.4,79.75,77.16,75.43,144.49,116.58,84.87,2.69,20.71,20.79,20.16,20.25,78.48,78.32,83.01,79.86
659,1058,125.33,27.47,10.07,0.07,21.44,20.35,20.1,20.59,75.05,84.87,83.17,77.27,108.48,61.68,39.92,0.06,20.69,20.49,20.77,20.93,78.37,79.75,77.14,75.41,144.42,116.54,84.84,2.73,20.71,20.79,20.17,20.23,78.53,78.32,83.08,79.68
660,1059,125.33,27.47,10.07,0.07,21.41,20.32,20.11,20.57,75.05,84.85,83.21,77.22,108.45,61.57,39.92,0.06,20.69,20.5,20.79,20.94,78.36,79.74,77.22,75.38,144.42,116.5,84.84,2.73,20.77,20.78,20.18,20.22,78.68,78.32,83.17,79.5
661,1100,125.29,27.47,10.07,0.07,21.41,20.34,20.1,20.56,74.99,84.86,83.23,77.19,108.45,61.64,39.92,0.06,20.69,20.5,20.78,20.95,78.38,79.77,77.19,75.35,144.34,116.5,84.8,2.69,20.74,20.74,20.17,20.2,78.74,78.3,83.2,79.34
662,1101,125.33,27.43,10.07,0.07,21.41,20.32,20.07,20.56,74.94,84.88,83.2,77.12,108.48,61.68,39.92,0.06,20.69,20.48,20.77,20.96,78.39,79.75,77.25,75.37,144.42,116.58,84.84,2.69,20.74,20.77,20.19,20.22,78.83,78.38,83.2,79.2
663,1102,125.29,27.47,10.07,0.07,21.43,20.33,20.12,20.56,74.89,84.88,83.27,77.07,108.41,61.61,39.92,0.06,20.69,20.5,20.77,20.98,78.44,79.8,77.31,75.41,144.38,116.5,84.8,2.73,20.72,20.73,20.18,20.24,78.81,78.41,83.17,79.06
664,1103,125.36,27.47,10.07,0.07,21.45,20.34,20.09,20.57,74.8,84.89,83.25,77.04,108.48,61.64,39.96,0.06,20.73,20.48,20.8,20.96,78.55,79.78,77.4,75.41,144.49,116.54,84.87,2.73,20.74,20.74,20.18,20.23,78.92,78.46,83.17,78.86
665,1104,125.36,27.47,10.07,0.07,21.45,20.33,20.09,20.58,74.63,84.86,83.24,77.03,108.48,61.61,39.96,0.06,20.68,20.48,20.8,20.93,78.49,79.81,77.38,75.38,144.45,116.58,84.87,2.73,20.71,20.71,20.17,20.24,78.9,78.45,83.11,78.7
666,1105,125.25,27.43,10.03,0.07,21.43,20.36,20.1,20.57,74.51,84.89,83.24,76.97,108.41,61.5,39.92,0.06,20.71,20.48,20.8,20.97,78.6,79.85,77.28,75.44,144.3,116.46,84.77,2.69,20.71,20.76,20.16,20.22,78.89,78.54,83.04,78.67
667,1106,125.33,27.47,10.07,0.07,21.4,20.36,20.11,20.55,74.47,84.89,83.27,76.95,108.45,61.5,39.92,0.06,20.69,20.5,20.79,20.93,78.6,79.89,77.17,75.41,144.42,116.54,84.84,2.73,20.71,20.76,20.17,20.25,78.89,78.54,83.02,78.59
668,1107,125.33,27.47,10.07,0.07,21.44,20.35,20.11,20.58,74.35,84.83,83.27,76.97,108.41,61.5,39.92,0.06,20.7,20.5,20.79,20.93,78.62,79.93,77.13,75.37,144.42,116.54,84.84,2.73,20.74,20.77,20.18,20.23,78.92,78.59,83,78.47
669,1108,125.33,27.47,10.1,0.07,21.41,20.32,20.11,20.56,74.21,84.8,83.21,76.88,108.48,61.54,39.96,0.06,20.7,20.51,20.77,20.93,78.67,79.93,76.95,75.37,144.42,116.54,84.87,2.73,20.73,20.74,20.2,20.23,78.98,78.56,82.95,78.37
670,1109,125.29,27.47,10.07,0.07,21.4,20.36,20.09,20.55,74.09,84.84,83.2,76.88,108.45,61.5,39.92,0.06,20.72,20.51,20.77,20.93,78.67,79.98,76.76,75.39,144.38,116.5,84.84,2.73,20.73,20.77,20.19,20.22,79.04,78.59,82.91,78.24
671,1110,125.36,27.47,10.07,0.07,21.38,20.33,20.07,20.53,73.97,84.81,83.19,76.83,108.48,61.54,39.96,0.06,20.72,20.49,20.77,20.94,78.65,79.95,76.61,75.4,144.45,116.58,84.87,2.73,20.73,20.75,20.18,20.25,79.15,78.62,82.88,78.2
672,1111,125.36,27.47,10.07,0.07,21.38,20.33,20.09,20.58,73.86,84.82,83.14,76.86,108.52,61.57,39.96,0.06,20.72,20.52,20.76,20.93,78.65,79.99,76.46,75.4,144.45,116.58,84.87,2.69,20.71,20.76,20.18,20.25,79.14,78.62,82.86,78.16
673,1112,125.33,27.43,10.07,0.07,21.41,20.33,20.08,20.58,73.8,84.82,83.05,76.86,108.45,61.61,39.96,0.06,20.7,20.48,20.79,20.93,78.61,80.02,76.46,75.33,144.45,116.5,84.84,2.73,20.72,20.75,20.18,20.24,79.21,78.61,82.86,78.16
674,1113,125.36,27.43,10.07,0.07,21.42,20.34,20.08,20.58,73.69,84.81,83.06,76.85,108.52,61.57,39.96,0.06,20.71,20.49,20.8,20.89,78.58,80.02,76.45,75.29,144.49,116.58,84.87,2.73,20.72,20.78,20.16,20.25,79.3,78.65,82.85,78.18
675,1114,125.4,27.47,10.07,0.07,21.4,20.35,20.07,20.56,73.6,84.81,82.98,76.85,108.56,61.57,39.99,0.06,20.68,20.47,20.79,20.94,78.54,80.05,76.39,75.28,144.53,116.62,84.91,2.73,20.72,20.77,20.15,20.22,79.31,78.67,82.89,78.16
